"REGIONID","REGION","DISTRIBUTIONAREAID","DISTRIBUTIONAREASHORTCODE","DISTRIBUTIONAREA","AREAOFFICEID","AREAOFFICESHORTCODE","AREAOFFICE","LOCALOFFICEID","LOCALOFFICESHORTCODE","LOCALOFFICE","MODELTYPEID"
1526,"ภาคตะวันออกเฉียงเหนือ",6,"NE3_P","การไฟฟ้าเขต3(นครราชสีมา) ภาค 2",1403,"F07101_P","กฟฟ.อ.สีคิ้ว (รวมการไฟฟ้าในสังกัด)",955,"F07302","กฟก.เทพารักษ์",1
1526,"ภาคตะวันออกเฉียงเหนือ",6,"NE3_P","การไฟฟ้าเขต3(นครราชสีมา) ภาค 2",1403,"F07101_P","กฟฟ.อ.สีคิ้ว (รวมการไฟฟ้าในสังกัด)",952,"F07101","กฟฟ.อ.สีคิ้ว",1
1526,"ภาคตะวันออกเฉียงเหนือ",6,"NE3_P","การไฟฟ้าเขต3(นครราชสีมา) ภาค 2",1403,"F07101_P","กฟฟ.อ.สีคิ้ว (รวมการไฟฟ้าในสังกัด)",954,"F07301","กฟอ.ด่านขุนทด",1
1526,"ภาคตะวันออกเฉียงเหนือ",6,"NE3_P","การไฟฟ้าเขต3(นครราชสีมา) ภาค 2",1403,"F07101_P","กฟฟ.อ.สีคิ้ว (รวมการไฟฟ้าในสังกัด)",953,"F07201","กฟอ.สูงเนิน",1
1526,"ภาคตะวันออกเฉียงเหนือ",6,"NE3_P","การไฟฟ้าเขต3(นครราชสีมา) ภาค 2",1405,"F09101_P","กฟฟ.อ.โชคชัย (รวมการไฟฟ้าในสังกัด)",963,"F09101","กฟฟ.อ.โชคชัย",1
1526,"ภาคตะวันออกเฉียงเหนือ",6,"NE3_P","การไฟฟ้าเขต3(นครราชสีมา) ภาค 2",1405,"F09101_P","กฟฟ.อ.โชคชัย (รวมการไฟฟ้าในสังกัด)",966,"F09401","กฟส.วังน้ำเขียว",1
1526,"ภาคตะวันออกเฉียงเหนือ",6,"NE3_P","การไฟฟ้าเขต3(นครราชสีมา) ภาค 2",1405,"F09101_P","กฟฟ.อ.โชคชัย (รวมการไฟฟ้าในสังกัด)",964,"F09501","กฟส.อ.หนองบุญมาก",1
1526,"ภาคตะวันออกเฉียงเหนือ",6,"NE3_P","การไฟฟ้าเขต3(นครราชสีมา) ภาค 2",1405,"F09101_P","กฟฟ.อ.โชคชัย (รวมการไฟฟ้าในสังกัด)",968,"F09601","กฟส.อ.เสิงสาง",1
1526,"ภาคตะวันออกเฉียงเหนือ",6,"NE3_P","การไฟฟ้าเขต3(นครราชสีมา) ภาค 2",1405,"F09101_P","กฟฟ.อ.โชคชัย (รวมการไฟฟ้าในสังกัด)",967,"F09301","กฟอ.ครบุรี",1
1526,"ภาคตะวันออกเฉียงเหนือ",6,"NE3_P","การไฟฟ้าเขต3(นครราชสีมา) ภาค 2",1405,"F09101_P","กฟฟ.อ.โชคชัย (รวมการไฟฟ้าในสังกัด)",965,"F09201","กฟอ.ปักธงชัย",1
1526,"ภาคตะวันออกเฉียงเหนือ",6,"NE3_P","การไฟฟ้าเขต3(นครราชสีมา) ภาค 2",1404,"F08101_P","กฟอ.บัวใหญ่ (รวมการไฟฟ้าในสังกัด)",958,"F08106","กฟก.บัวลาย",1
1526,"ภาคตะวันออกเฉียงเหนือ",6,"NE3_P","การไฟฟ้าเขต3(นครราชสีมา) ภาค 2",1404,"F08101_P","กฟอ.บัวใหญ่ (รวมการไฟฟ้าในสังกัด)",961,"F08301","กฟอ.คง",1
1526,"ภาคตะวันออกเฉียงเหนือ",6,"NE3_P","การไฟฟ้าเขต3(นครราชสีมา) ภาค 2",1404,"F08101_P","กฟอ.บัวใหญ่ (รวมการไฟฟ้าในสังกัด)",956,"F08101","กฟอ.บัวใหญ่",1
1526,"ภาคตะวันออกเฉียงเหนือ",6,"NE3_P","การไฟฟ้าเขต3(นครราชสีมา) ภาค 2",1404,"F08101_P","กฟอ.บัวใหญ่ (รวมการไฟฟ้าในสังกัด)",962,"F08302","กฟอ.บ้านเหลื่อม",1
1526,"ภาคตะวันออกเฉียงเหนือ",6,"NE3_P","การไฟฟ้าเขต3(นครราชสีมา) ภาค 2",1404,"F08101_P","กฟอ.บัวใหญ่ (รวมการไฟฟ้าในสังกัด)",959,"F08201","กฟอ.ประทาย",1
1526,"ภาคตะวันออกเฉียงเหนือ",6,"NE3_P","การไฟฟ้าเขต3(นครราชสีมา) ภาค 2",1404,"F08101_P","กฟอ.บัวใหญ่ (รวมการไฟฟ้าในสังกัด)",957,"F08105","กฟอ.แก้งสนามนาง",1
1526,"ภาคตะวันออกเฉียงเหนือ",6,"NE3_P","การไฟฟ้าเขต3(นครราชสีมา) ภาค 2",1404,"F08101_P","กฟอ.บัวใหญ่ (รวมการไฟฟ้าในสังกัด)",960,"F08202","กฟอ.โนนแดง",1
1526,"ภาคตะวันออกเฉียงเหนือ",6,"NE3_P","การไฟฟ้าเขต3(นครราชสีมา) ภาค 2",1402,"F06101_P","กฟอ.ปากช่อง (รวมการไฟฟ้าในสังกัด)",950,"F06102","กฟต.กลางดง",1
1526,"ภาคตะวันออกเฉียงเหนือ",6,"NE3_P","การไฟฟ้าเขต3(นครราชสีมา) ภาค 2",1402,"F06101_P","กฟอ.ปากช่อง (รวมการไฟฟ้าในสังกัด)",1343,"F06105","กฟต.วังหมี",1
1526,"ภาคตะวันออกเฉียงเหนือ",6,"NE3_P","การไฟฟ้าเขต3(นครราชสีมา) ภาค 2",1402,"F06101_P","กฟอ.ปากช่อง (รวมการไฟฟ้าในสังกัด)",1344,"F06107","กฟย.ต.คลองม่วง",1
1526,"ภาคตะวันออกเฉียงเหนือ",6,"NE3_P","การไฟฟ้าเขต3(นครราชสีมา) ภาค 2",1402,"F06101_P","กฟอ.ปากช่อง (รวมการไฟฟ้าในสังกัด)",951,"F06201","กฟส.หมูสี",1
1526,"ภาคตะวันออกเฉียงเหนือ",6,"NE3_P","การไฟฟ้าเขต3(นครราชสีมา) ภาค 2",1402,"F06101_P","กฟอ.ปากช่อง (รวมการไฟฟ้าในสังกัด)",949,"F06101","กฟอ.ปากช่อง",1
1524,"ภาคใต้",11,"S2_P","การไฟฟ้าเขต2(นครศรีธรรมราช) ภาค 4",1513,"K08101_P","กฟอ.เกาะสมุย (รวมการไฟฟ้าในสังกัด)",1255,"K08101","กฟอ.เกาะสมุย",1
1524,"ภาคใต้",11,"S2_P","การไฟฟ้าเขต2(นครศรีธรรมราช) ภาค 4",1361,"K00000_P","สนง.เขต ต2 นครศรีฯ(รวมการไฟฟ้าในสังกัด)",432,"K00000","สนง.เขต นครศรีฯ",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1518,"L02101_P","กฟจ.นราธิวาส (รวมการไฟฟ้าในสังกัด)",1276,"L02101","กฟจ.นราธิวาส",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1518,"L02101_P","กฟจ.นราธิวาส (รวมการไฟฟ้าในสังกัด)",1280,"L02202","กฟอ.จะแนะ",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1518,"L02101_P","กฟจ.นราธิวาส (รวมการไฟฟ้าในสังกัด)",1284,"L02401","กฟอ.ตากใบ",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1518,"L02101_P","กฟจ.นราธิวาส (รวมการไฟฟ้าในสังกัด)",1277,"L02102","กฟอ.บาเจาะ",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1518,"L02101_P","กฟจ.นราธิวาส (รวมการไฟฟ้าในสังกัด)",1278,"L02105","กฟอ.ยี่งอ",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1518,"L02101_P","กฟจ.นราธิวาส (รวมการไฟฟ้าในสังกัด)",1279,"L02201","กฟอ.ระแงะ",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1518,"L02101_P","กฟจ.นราธิวาส (รวมการไฟฟ้าในสังกัด)",1282,"L02301","กฟอ.รือเสาะ",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1518,"L02101_P","กฟจ.นราธิวาส (รวมการไฟฟ้าในสังกัด)",1283,"L02302","กฟอ.ศรีสาคร",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1518,"L02101_P","กฟจ.นราธิวาส (รวมการไฟฟ้าในสังกัด)",1281,"L02203","กฟอ.เจาะไอร้อง",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1519,"L03101_P","กฟจ.ปัตตานี (รวมการไฟฟ้าในสังกัด)",1285,"L03101","กฟจ.ปัตตานี",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1519,"L03101_P","กฟจ.ปัตตานี (รวมการไฟฟ้าในสังกัด)",1287,"L03103","กฟอ.ยะรัง",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1519,"L03101_P","กฟจ.ปัตตานี (รวมการไฟฟ้าในสังกัด)",1286,"L03102","กฟอ.ยะหริ่ง",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1519,"L03101_P","กฟจ.ปัตตานี (รวมการไฟฟ้าในสังกัด)",1290,"L03401","กฟอ.หนองจิก",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1519,"L03101_P","กฟจ.ปัตตานี (รวมการไฟฟ้าในสังกัด)",1289,"L03206","กฟอ.แม่ลาน",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1519,"L03101_P","กฟจ.ปัตตานี (รวมการไฟฟ้าในสังกัด)",1288,"L03201","กฟอ.โคกโพธิ์",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1476,"L06101_P","กฟจ.พัทลุง (รวมการไฟฟ้าในสังกัด)",1302,"L06101","กฟจ.พัทลุง",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1476,"L06101_P","กฟจ.พัทลุง (รวมการไฟฟ้าในสังกัด)",1304,"L06103","กฟอ.กงหรา",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1476,"L06101_P","กฟจ.พัทลุง (รวมการไฟฟ้าในสังกัด)",1308,"L06301","กฟอ.ควนขนุน",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1476,"L06101_P","กฟจ.พัทลุง (รวมการไฟฟ้าในสังกัด)",1305,"L06201","กฟอ.ตะโหมด",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1476,"L06101_P","กฟจ.พัทลุง (รวมการไฟฟ้าในสังกัด)",1306,"L06203","กฟอ.บางแก้ว",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1476,"L06101_P","กฟจ.พัทลุง (รวมการไฟฟ้าในสังกัด)",1311,"L06401","กฟอ.ปากพะยูน",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1476,"L06101_P","กฟจ.พัทลุง (รวมการไฟฟ้าในสังกัด)",1307,"L06204","กฟอ.ป่าบอน",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1476,"L06101_P","กฟจ.พัทลุง (รวมการไฟฟ้าในสังกัด)",1310,"L06306","กฟอ.ป่าพะยอม",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1476,"L06101_P","กฟจ.พัทลุง (รวมการไฟฟ้าในสังกัด)",1309,"L06304","กฟอ.ศรีบรรพต",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1476,"L06101_P","กฟจ.พัทลุง (รวมการไฟฟ้าในสังกัด)",1303,"L06102","กฟอ.เขาชัยสน",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1517,"L01101_P","กฟจ.ยะลา (รวมการไฟฟ้าในสังกัด)",1270,"L01101","กฟจ.ยะลา",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1517,"L01101_P","กฟจ.ยะลา (รวมการไฟฟ้าในสังกัด)",1558,"L01114","กฟย.อ.กรงปินัง",1
1526,"ภาคตะวันออกเฉียงเหนือ",5,"NE2_P","การไฟฟ้าเขต2(อุบลราชธานี) ภาค 2",1376,"E08101_P","กฟจ.อำนาจเจริญ (รวมการไฟฟ้าในสังกัด)",868,"E08107","กฟอ.หัวตะพาน",1
1526,"ภาคตะวันออกเฉียงเหนือ",5,"NE2_P","การไฟฟ้าเขต2(อุบลราชธานี) ภาค 2",1376,"E08101_P","กฟจ.อำนาจเจริญ (รวมการไฟฟ้าในสังกัด)",875,"E08301","กฟอ.เลิงนกทา",1
1526,"ภาคตะวันออกเฉียงเหนือ",5,"NE2_P","การไฟฟ้าเขต2(อุบลราชธานี) ภาค 2",1376,"E08101_P","กฟจ.อำนาจเจริญ (รวมการไฟฟ้าในสังกัด)",870,"E08109","กฟอ.เสนางคนิคม",1
1526,"ภาคตะวันออกเฉียงเหนือ",5,"NE2_P","การไฟฟ้าเขต2(อุบลราชธานี) ภาค 2",1369,"E01101_P","กฟจ.อุบลราชธานี (รวมการไฟฟ้าในสังกัด)",787,"E01101","กฟจ.อุบลราชธานี",1
1525,"ภาคเหนือ",2,"N2_P","การไฟฟ้าเขต2(พิษณุโลก) ภาค 1",1468,"B10101_P","กฟอ.ตะพานหิน (รวมการไฟฟ้าในสังกัด)",605,"B10401","กฟอ.ทับคล้อ",1
1525,"ภาคเหนือ",2,"N2_P","การไฟฟ้าเขต2(พิษณุโลก) ภาค 1",1468,"B10101_P","กฟอ.ตะพานหิน (รวมการไฟฟ้าในสังกัด)",601,"B10201","กฟอ.บางมูลนาก",1
1525,"ภาคเหนือ",2,"N2_P","การไฟฟ้าเขต2(พิษณุโลก) ภาค 1",1468,"B10101_P","กฟอ.ตะพานหิน (รวมการไฟฟ้าในสังกัด)",603,"B10301","กฟอ.โพทะเล",1
1525,"ภาคเหนือ",2,"N2_P","การไฟฟ้าเขต2(พิษณุโลก) ภาค 1",1467,"B09101_P","กฟอ.แม่สอด (รวมการไฟฟ้าในสังกัด)",596,"B09102","กฟอ.ท่าสองยาง",1
1525,"ภาคเหนือ",2,"N2_P","การไฟฟ้าเขต2(พิษณุโลก) ภาค 1",1467,"B09101_P","กฟอ.แม่สอด (รวมการไฟฟ้าในสังกัด)",598,"B09104","กฟอ.พบพระ",1
1525,"ภาคเหนือ",2,"N2_P","การไฟฟ้าเขต2(พิษณุโลก) ภาค 1",1467,"B09101_P","กฟอ.แม่สอด (รวมการไฟฟ้าในสังกัด)",599,"B09105","กฟอ.อุ้มผาง",1
1525,"ภาคเหนือ",2,"N2_P","การไฟฟ้าเขต2(พิษณุโลก) ภาค 1",1467,"B09101_P","กฟอ.แม่สอด (รวมการไฟฟ้าในสังกัด)",597,"B09103","กฟอ.แม่ระมาด",1
1525,"ภาคเหนือ",2,"N2_P","การไฟฟ้าเขต2(พิษณุโลก) ภาค 1",1467,"B09101_P","กฟอ.แม่สอด (รวมการไฟฟ้าในสังกัด)",595,"B09101","กฟอ.แม่สอด",1
1525,"ภาคเหนือ",2,"N2_P","การไฟฟ้าเขต2(พิษณุโลก) ภาค 1",1352,"B00000_P","สนง.เขต น2 พิษณุโลก(รวมการไฟฟ้าในสังกัด)",423,"B00000","สนง.เขต พิษณุโลก",1
1525,"ภาคเหนือ",3,"N3_P","การไฟฟ้าเขต3(ลพบุรี) ภาค 1",1473,"C04101_P","กฟจ.ชัยนาท (รวมการไฟฟ้าในสังกัด)",635,"C04304","กฟก.เนินขาม",1
1525,"ภาคเหนือ",3,"N3_P","การไฟฟ้าเขต3(ลพบุรี) ภาค 1",1473,"C04101_P","กฟจ.ชัยนาท (รวมการไฟฟ้าในสังกัด)",631,"C04101","กฟจ.ชัยนาท",1
1525,"ภาคเหนือ",3,"N3_P","การไฟฟ้าเขต3(ลพบุรี) ภาค 1",1473,"C04101_P","กฟจ.ชัยนาท (รวมการไฟฟ้าในสังกัด)",1552,"C04602","กฟย.อ.หนองมะโมง",1
1525,"ภาคเหนือ",3,"N3_P","การไฟฟ้าเขต3(ลพบุรี) ภาค 1",1473,"C04101_P","กฟจ.ชัยนาท (รวมการไฟฟ้าในสังกัด)",633,"C04201","กฟอ.มโนรมย์",1
1525,"ภาคเหนือ",3,"N3_P","การไฟฟ้าเขต3(ลพบุรี) ภาค 1",1473,"C04101_P","กฟจ.ชัยนาท (รวมการไฟฟ้าในสังกัด)",637,"C04601","กฟอ.วัดสิงห์",1
1525,"ภาคเหนือ",3,"N3_P","การไฟฟ้าเขต3(ลพบุรี) ภาค 1",1473,"C04101_P","กฟจ.ชัยนาท (รวมการไฟฟ้าในสังกัด)",636,"C04501","กฟอ.สรรคบุรี",1
1525,"ภาคเหนือ",3,"N3_P","การไฟฟ้าเขต3(ลพบุรี) ภาค 1",1473,"C04101_P","กฟจ.ชัยนาท (รวมการไฟฟ้าในสังกัด)",632,"C04102","กฟอ.สรรพยา",1
1525,"ภาคเหนือ",3,"N3_P","การไฟฟ้าเขต3(ลพบุรี) ภาค 1",1473,"C04101_P","กฟจ.ชัยนาท (รวมการไฟฟ้าในสังกัด)",634,"C04301","กฟอ.หันคา",1
1525,"ภาคเหนือ",3,"N3_P","การไฟฟ้าเขต3(ลพบุรี) ภาค 1",1471,"C02101_P","กฟจ.นครสวรรค์ (รวมการไฟฟ้าในสังกัด)",612,"C02101","กฟจ.นครสวรรค์",1
1525,"ภาคเหนือ",3,"N3_P","การไฟฟ้าเขต3(ลพบุรี) ภาค 1",1471,"C02101_P","กฟจ.นครสวรรค์ (รวมการไฟฟ้าในสังกัด)",621,"C02602","กฟต.เขาทอง",1
1525,"ภาคเหนือ",3,"N3_P","การไฟฟ้าเขต3(ลพบุรี) ภาค 1",1471,"C02101_P","กฟจ.นครสวรรค์ (รวมการไฟฟ้าในสังกัด)",617,"C02301","กฟอ.ชุมแสง",1
1525,"ภาคเหนือ",3,"N3_P","การไฟฟ้าเขต3(ลพบุรี) ภาค 1",1471,"C02101_P","กฟจ.นครสวรรค์ (รวมการไฟฟ้าในสังกัด)",615,"C02201","กฟอ.ท่าตะโก",1
1525,"ภาคเหนือ",3,"N3_P","การไฟฟ้าเขต3(ลพบุรี) ภาค 1",1471,"C02101_P","กฟจ.นครสวรรค์ (รวมการไฟฟ้าในสังกัด)",619,"C02501","กฟอ.บรรพตพิสัย",1
1525,"ภาคเหนือ",3,"N3_P","การไฟฟ้าเขต3(ลพบุรี) ภาค 1",1471,"C02101_P","กฟจ.นครสวรรค์ (รวมการไฟฟ้าในสังกัด)",620,"C02601","กฟอ.พยุหะคีรี",1
1525,"ภาคเหนือ",3,"N3_P","การไฟฟ้าเขต3(ลพบุรี) ภาค 1",1471,"C02101_P","กฟจ.นครสวรรค์ (รวมการไฟฟ้าในสังกัด)",618,"C02401","กฟอ.หนองบัว",1
1525,"ภาคเหนือ",3,"N3_P","การไฟฟ้าเขต3(ลพบุรี) ภาค 1",1471,"C02101_P","กฟจ.นครสวรรค์ (รวมการไฟฟ้าในสังกัด)",614,"C02103","กฟอ.เก้าเลี้ยว",1
1525,"ภาคเหนือ",3,"N3_P","การไฟฟ้าเขต3(ลพบุรี) ภาค 1",1471,"C02101_P","กฟจ.นครสวรรค์ (รวมการไฟฟ้าในสังกัด)",613,"C02102","กฟอ.โกรกพระ",1
1525,"ภาคเหนือ",3,"N3_P","การไฟฟ้าเขต3(ลพบุรี) ภาค 1",1471,"C02101_P","กฟจ.นครสวรรค์ (รวมการไฟฟ้าในสังกัด)",616,"C02203","กฟอ.ไพศาลี",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1382,"A02101_P","กฟจ.ลำพูน (รวมการไฟฟ้าในสังกัด)",447,"A02501","กฟอ.บ้านโฮ่ง",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1382,"A02101_P","กฟจ.ลำพูน (รวมการไฟฟ้าในสังกัด)",444,"A02301","กฟอ.ป่าซาง",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1382,"A02101_P","กฟจ.ลำพูน (รวมการไฟฟ้าในสังกัด)",449,"A02601","กฟอ.ลี้",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1382,"A02101_P","กฟจ.ลำพูน (รวมการไฟฟ้าในสังกัด)",441,"A02102","กฟอ.แม่ทา",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1415,"A04101_P","กฟจ.เชียงราย (รวมการไฟฟ้าในสังกัด)",463,"A04202","กฟก.เวียงเชียงรุ้ง",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1415,"A04101_P","กฟจ.เชียงราย (รวมการไฟฟ้าในสังกัด)",459,"A04101","กฟจ.เชียงราย",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1415,"A04101_P","กฟจ.เชียงราย (รวมการไฟฟ้าในสังกัด)",460,"A04107","กฟต.ห้วยสัก",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1415,"A04101_P","กฟจ.เชียงราย (รวมการไฟฟ้าในสังกัด)",1561,"A04701","กฟส.ต.นางแล",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1415,"A04101_P","กฟจ.เชียงราย (รวมการไฟฟ้าในสังกัด)",461,"A04601","กฟส.อ.แม่ลาว",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1415,"A04101_P","กฟจ.เชียงราย (รวมการไฟฟ้าในสังกัด)",467,"A04501","กฟส.อ.แม่สรวย",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1415,"A04101_P","กฟจ.เชียงราย (รวมการไฟฟ้าในสังกัด)",465,"A04305","กฟอ.ป่าแดด",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1415,"A04101_P","กฟจ.เชียงราย (รวมการไฟฟ้าในสังกัด)",464,"A04301","กฟอ.พาน",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1415,"A04101_P","กฟจ.เชียงราย (รวมการไฟฟ้าในสังกัด)",462,"A04201","กฟอ.เวียงชัย",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1415,"A04101_P","กฟจ.เชียงราย (รวมการไฟฟ้าในสังกัด)",466,"A04401","กฟอ.เวียงป่าเป้า",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1381,"A01101_P","กฟจ.เชียงใหม่ (รวมการไฟฟ้าในสังกัด)",438,"A01303","กฟก.แม่ออน",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1381,"A01101_P","กฟจ.เชียงใหม่ (รวมการไฟฟ้าในสังกัด)",435,"A01101","กฟจ.เชียงใหม่",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1381,"A01101_P","กฟจ.เชียงใหม่ (รวมการไฟฟ้าในสังกัด)",437,"A01301","กฟอ.สันกำแพง",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1381,"A01101_P","กฟจ.เชียงใหม่ (รวมการไฟฟ้าในสังกัด)",436,"A01601","กฟอ.สารภี",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1416,"A05101_P","กฟจ.แม่ฮ่องสอน (รวมการไฟฟ้าในสังกัด)",468,"A05101","กฟจ.แม่ฮ่องสอน",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1416,"A05101_P","กฟจ.แม่ฮ่องสอน (รวมการไฟฟ้าในสังกัด)",1562,"A05203","กฟย.อ.สบเมย",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1416,"A05101_P","กฟจ.แม่ฮ่องสอน (รวมการไฟฟ้าในสังกัด)",1530,"A05303","กฟอ.กัลยาณิวัฒนา",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1416,"A05101_P","กฟจ.แม่ฮ่องสอน (รวมการไฟฟ้าในสังกัด)",470,"A05103","กฟอ.ขุนยวม",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1416,"A05101_P","กฟจ.แม่ฮ่องสอน (รวมการไฟฟ้าในสังกัด)",471,"A05302","กฟอ.ปางมะผ้า",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1416,"A05101_P","กฟจ.แม่ฮ่องสอน (รวมการไฟฟ้าในสังกัด)",469,"A05301","กฟอ.ปาย",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1416,"A05101_P","กฟจ.แม่ฮ่องสอน (รวมการไฟฟ้าในสังกัด)",473,"A05202","กฟอ.แม่ลาน้อย",1
1525,"ภาคเหนือ",1,"N1_P","การไฟฟ้าเขต1(เชียงใหม่) ภาค 1",1416,"A05101_P","กฟจ.แม่ฮ่องสอน (รวมการไฟฟ้าในสังกัด)",472,"A05201","กฟอ.แม่สะเรียง",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1517,"L01101_P","กฟจ.ยะลา (รวมการไฟฟ้าในสังกัด)",1272,"L01113","กฟอ.กาบัง",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1517,"L01101_P","กฟจ.ยะลา (รวมการไฟฟ้าในสังกัด)",1274,"L01202","กฟอ.ธารโต",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1517,"L01101_P","กฟจ.ยะลา (รวมการไฟฟ้าในสังกัด)",1273,"L01201","กฟอ.บันนังสตา",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1517,"L01101_P","กฟจ.ยะลา (รวมการไฟฟ้าในสังกัด)",1271,"L01104","กฟอ.ยะหา",1
1524,"ภาคใต้",12,"S3_P","การไฟฟ้าเขต3(ยะลา) ภาค 4",1517,"L01101_P","กฟจ.ยะลา (รวมการไฟฟ้าในสังกัด)",1275,"L01301","กฟอ.รามัน",1
